Country / territory of asylum/residence,Origin,Year,Month,Value,Date
Belgium,The former Yugoslav Rep. of Macedonia,2013,November,12,11/1/13
Belgium,The former Yugoslav Rep. of Macedonia,2013,December,9,12/1/13
Belgium,The former Yugoslav Rep. of Macedonia,2014,January,12,1/1/14
Belgium,The former Yugoslav Rep. of Macedonia,2014,February,9,2/1/14
Belgium,The former Yugoslav Rep. of Macedonia,2014,March,12,3/1/14
Belgium,The former Yugoslav Rep. of Macedonia,2014,April,13,4/1/14
Belgium,The former Yugoslav Rep. of Macedonia,2014,May,6,5/1/14
Belgium,The former Yugoslav Rep. of Macedonia,2014,June,13,6/1/14
Belgium,The former Yugoslav Rep. of Macedonia,2014,July,15,7/1/14
Belgium,The former Yugoslav Rep. of Macedonia,2014,August,9,8/1/14
Belgium,The former Yugoslav Rep. of Macedonia,2014,September,35,9/1/14
Belgium,The former Yugoslav Rep. of Macedonia,2014,October,21,10/1/14
Belgium,The former Yugoslav Rep. of Macedonia,2014,November,9,11/1/14
Belgium,The former Yugoslav Rep. of Macedonia,2014,December,17,12/1/14
Belgium,The former Yugoslav Rep. of Macedonia,2015,January,18,1/1/15
Belgium,The former Yugoslav Rep. of Macedonia,2015,February,18,2/1/15
Belgium,The former Yugoslav Rep. of Macedonia,2015,March,29,3/1/15
Belgium,The former Yugoslav Rep. of Macedonia,2015,April,0,4/1/15
Belgium,The former Yugoslav Rep. of Macedonia,2015,May,16,5/1/15
Belgium,The former Yugoslav Rep. of Macedonia,2015,June,26,6/1/15
Belgium,The former Yugoslav Rep. of Macedonia,2015,July,20,7/1/15
Belgium,The former Yugoslav Rep. of Macedonia,2015,August,28,8/1/15
Belgium,The former Yugoslav Rep. of Macedonia,2015,September,27,9/1/15
Belgium,The former Yugoslav Rep. of Macedonia,2015,October,15,10/1/15
Belgium,The former Yugoslav Rep. of Macedonia,2015,November,0,11/1/15
Belgium,The former Yugoslav Rep. of Macedonia,2015,December,5,12/1/15
Belgium,The former Yugoslav Rep. of Macedonia,2016,January,6,1/1/16
Bulgaria,Algeria,2007,October,1,10/1/07
Bulgaria,Algeria,2008,June,2,6/1/08
Bulgaria,Algeria,2008,July,1,7/1/08
Bulgaria,Algeria,2008,October,2,10/1/08
Bulgaria,Algeria,2008,December,1,12/1/08
Bulgaria,Algeria,2009,February,1,2/1/09
Bulgaria,Algeria,2009,March,3,3/1/09
Bulgaria,Algeria,2009,April,3,4/1/09
Bulgaria,Algeria,2009,May,2,5/1/09
Bulgaria,Algeria,2009,June,3,6/1/09
Bulgaria,Algeria,2009,July,1,7/1/09
Bulgaria,Algeria,2009,August,3,8/1/09
Bulgaria,Algeria,2009,September,5,9/1/09
Bulgaria,Algeria,2009,October,1,10/1/09
Bulgaria,Algeria,2009,November,11,11/1/09
Bulgaria,Algeria,2010,January,12,1/1/10
Bulgaria,Algeria,2010,February,5,2/1/10
Bulgaria,Algeria,2010,March,5,3/1/10
Bulgaria,Algeria,2010,April,2,4/1/10
Bulgaria,Algeria,2010,May,3,5/1/10
Bulgaria,Algeria,2010,August,3,8/1/10
Bulgaria,Algeria,2010,September,1,9/1/10
Bulgaria,Algeria,2010,October,1,10/1/10
Bulgaria,Algeria,2010,November,2,11/1/10
Bulgaria,Algeria,2010,December,1,12/1/10
Bulgaria,Algeria,2011,January,5,1/1/11
Bulgaria,Algeria,2011,February,2,2/1/11
Bulgaria,Algeria,2011,July,1,7/1/11
Bulgaria,Algeria,2011,August,3,8/1/11
Bulgaria,Algeria,2011,September,2,9/1/11
Bulgaria,Algeria,2011,October,1,10/1/11
Bulgaria,Algeria,2011,November,6,11/1/11
Bulgaria,Algeria,2011,December,1,12/1/11
Bulgaria,Algeria,2012,January,3,1/1/12
Bulgaria,Algeria,2012,March,2,3/1/12
Bulgaria,Algeria,2012,August,1,8/1/12
Bulgaria,Algeria,2012,September,1,9/1/12
Bulgaria,Algeria,2012,October,4,10/1/12
Bulgaria,Algeria,2012,November,16,11/1/12
Bulgaria,Algeria,2012,December,43,12/1/12
Bulgaria,Algeria,2013,January,62,1/1/13
Bulgaria,Algeria,2013,February,37,2/1/13
Bulgaria,Algeria,2013,March,42,3/1/13
Bulgaria,Algeria,2013,April,18,4/1/13
Bulgaria,Algeria,2013,May,25,5/1/13
Bulgaria,Algeria,2013,June,43,6/1/13
Bulgaria,Algeria,2013,July,113,7/1/13
Bulgaria,Algeria,2013,August,29,8/1/13
Bulgaria,Algeria,2013,September,57,9/1/13
Bulgaria,Algeria,2013,October,5,10/1/13
Bulgaria,Algeria,2013,November,2,11/1/13
Bulgaria,Algeria,2014,February,18,2/1/14
Bulgaria,Algeria,2014,March,32,3/1/14
Bulgaria,Algeria,2014,April,32,4/1/14
Bulgaria,Algeria,2014,May,37,5/1/14
Bulgaria,Algeria,2014,June,21,6/1/14
Bulgaria,Algeria,2014,July,0,7/1/14
Bulgaria,Algeria,2014,August,0,8/1/14
Bulgaria,Algeria,2014,September,0,9/1/14
Bulgaria,Algeria,2014,October,0,10/1/14
Bulgaria,Algeria,2014,November,0,11/1/14
Bulgaria,Algeria,2014,December,0,12/1/14
Bulgaria,Algeria,2015,February,0,2/1/15
Bulgaria,Algeria,2015,March,0,3/1/15
Bulgaria,Algeria,2015,June,0,6/1/15
Bulgaria,Algeria,2015,August,0,8/1/15
Bulgaria,Algeria,2015,October,0,10/1/15
Bulgaria,Algeria,2015,November,0,11/1/15
Bulgaria,Algeria,2016,January,2,1/1/16
Bulgaria,Algeria,2016,February,2,2/1/16
Bulgaria,Algeria,2016,April,1,4/1/16
Bulgaria,Algeria,2016,May,2,5/1/16
Bulgaria,Algeria,2016,June,4,6/1/16
Bulgaria,Algeria,2016,August,2,8/1/16
Bulgaria,Algeria,2016,September,3,9/1/16
Bulgaria,Angola,1999,August,4,8/1/99
Bulgaria,Egypt,1999,April,2,4/1/99
Bulgaria,Egypt,2000,March,1,3/1/00
Bulgaria,Egypt,2000,May,1,5/1/00
Bulgaria,Egypt,2001,April,1,4/1/01
Bulgaria,Egypt,2002,August,1,8/1/02
Bulgaria,Egypt,2002,October,1,10/1/02
Bulgaria,Egypt,2003,May,1,5/1/03
Bulgaria,Egypt,2003,August,4,8/1/03
Bulgaria,Egypt,2004,April,1,4/1/04
Bulgaria,Egypt,2004,August,1,8/1/04
Bulgaria,Egypt,2004,December,1,12/1/04
Bulgaria,Egypt,2005,January,1,1/1/05
Bulgaria,Egypt,2007,January,1,1/1/07
Bulgaria,Egypt,2007,February,1,2/1/07
Bulgaria,Egypt,2007,July,1,7/1/07
Bulgaria,Egypt,2007,August,1,8/1/07
Bulgaria,Egypt,2007,October,1,10/1/07
Bulgaria,Egypt,2007,November,1,11/1/07
Bulgaria,Egypt,2008,February,1,2/1/08
Bulgaria,Egypt,2008,March,1,3/1/08
Bulgaria,Egypt,2008,May,1,5/1/08
Bulgaria,Egypt,2008,July,2,7/1/08
Bulgaria,Egypt,2008,August,1,8/1/08
Bulgaria,Egypt,2009,January,2,1/1/09
Bulgaria,Egypt,2009,May,1,5/1/09
Bulgaria,Egypt,2009,July,1,7/1/09
Bulgaria,Egypt,2010,January,1,1/1/10
Bulgaria,Egypt,2010,April,1,4/1/10
Bulgaria,Egypt,2010,August,2,8/1/10
Bulgaria,Egypt,2010,September,1,9/1/10
Bulgaria,Egypt,2010,October,1,10/1/10
Bulgaria,Egypt,2011,October,3,10/1/11
Bulgaria,Egypt,2012,May,1,5/1/12
Bulgaria,Egypt,2012,November,5,11/1/12
Bulgaria,Egypt,2012,December,1,12/1/12
Bulgaria,Egypt,2013,February,1,2/1/13
Bulgaria,Egypt,2013,May,3,5/1/13
Bulgaria,Egypt,2013,June,1,6/1/13
Bulgaria,Egypt,2013,July,4,7/1/13
Bulgaria,Egypt,2013,August,2,8/1/13
Bulgaria,Egypt,2013,September,2,9/1/13
Bulgaria,Egypt,2013,December,1,12/1/13
Bulgaria,Egypt,2014,January,0,1/1/14
Bulgaria,Egypt,2014,February,0,2/1/14
Bulgaria,Egypt,2014,June,0,6/1/14
Bulgaria,Egypt,2015,June,0,6/1/15
Bulgaria,Egypt,2015,July,0,7/1/15
Bulgaria,Egypt,2015,August,0,8/1/15
Bulgaria,Egypt,2015,November,0,11/1/15
Bulgaria,Egypt,2016,August,3,8/1/16
Bulgaria,Egypt,2016,September,1,9/1/16
Bulgaria,Armenia,1999,January,1,1/1/99
Bulgaria,Armenia,1999,February,1,2/1/99
Bulgaria,Armenia,1999,March,3,3/1/99
Bulgaria,Armenia,1999,April,7,4/1/99
Bulgaria,Armenia,1999,May,4,5/1/99
Bulgaria,Armenia,1999,June,4,6/1/99
Bulgaria,Armenia,1999,July,5,7/1/99
Bulgaria,Armenia,1999,August,47,8/1/99
Bulgaria,Armenia,1999,September,20,9/1/99
Bulgaria,Armenia,1999,October,13,10/1/99
Bulgaria,Armenia,1999,November,22,11/1/99
Bulgaria,Armenia,1999,December,15,12/1/99
Bulgaria,Armenia,2000,January,23,1/1/00
Bulgaria,Armenia,2000,February,16,2/1/00
Bulgaria,Armenia,2000,March,40,3/1/00
Bulgaria,Armenia,2000,April,47,4/1/00
Bulgaria,Armenia,2000,May,24,5/1/00
Bulgaria,Armenia,2000,June,36,6/1/00
Bulgaria,Armenia,2000,July,39,7/1/00
Bulgaria,Armenia,2000,August,25,8/1/00
Bulgaria,Armenia,2000,September,34,9/1/00
Bulgaria,Armenia,2000,October,56,10/1/00
Bulgaria,Armenia,2000,November,51,11/1/00
Bulgaria,Armenia,2000,December,27,12/1/00
Bulgaria,Armenia,2001,January,35,1/1/01
Bulgaria,Armenia,2001,February,19,2/1/01
Bulgaria,Armenia,2001,March,14,3/1/01
Bulgaria,Armenia,2001,April,17,4/1/01
Bulgaria,Armenia,2001,May,7,5/1/01
Bulgaria,Armenia,2001,June,24,6/1/01
Bulgaria,Armenia,2001,July,20,7/1/01
Bulgaria,Armenia,2001,August,8,8/1/01
Bulgaria,Armenia,2001,September,5,9/1/01
Bulgaria,Armenia,2001,October,2,10/1/01
Bulgaria,Armenia,2001,November,6,11/1/01
Bulgaria,Armenia,2001,December,3,12/1/01
Bulgaria,Armenia,2002,January,34,1/1/02
Bulgaria,Armenia,2002,February,27,2/1/02
Bulgaria,Armenia,2002,March,25,3/1/02
Bulgaria,Armenia,2002,April,53,4/1/02
Bulgaria,Armenia,2002,May,71,5/1/02
Bulgaria,Armenia,2002,June,6,6/1/02
Bulgaria,Armenia,2002,July,33,7/1/02
Bulgaria,Armenia,2002,August,30,8/1/02
Bulgaria,Armenia,2002,September,34,9/1/02
Bulgaria,Armenia,2002,October,32,10/1/02
Bulgaria,Armenia,2002,November,15,11/1/02
Bulgaria,Armenia,2002,December,4,12/1/02
Bulgaria,Armenia,2003,February,3,2/1/03
Bulgaria,Armenia,2003,March,17,3/1/03
Bulgaria,Armenia,2003,April,2,4/1/03
Bulgaria,Armenia,2003,May,10,5/1/03
Bulgaria,Armenia,2003,June,1,6/1/03
Bulgaria,Armenia,2003,August,4,8/1/03
Bulgaria,Armenia,2003,September,2,9/1/03
Bulgaria,Armenia,2003,October,8,10/1/03
Bulgaria,Armenia,2003,November,14,11/1/03
Bulgaria,Armenia,2003,December,135,12/1/03
Bulgaria,Armenia,2004,January,10,1/1/04
Bulgaria,Armenia,2004,February,15,2/1/04
Bulgaria,Armenia,2004,March,5,3/1/04
Bulgaria,Armenia,2004,April,5,4/1/04
Bulgaria,Armenia,2004,May,5,5/1/04
Bulgaria,Armenia,2004,June,19,6/1/04
Bulgaria,Armenia,2004,July,1,7/1/04
Bulgaria,Armenia,2004,August,7,8/1/04
Bulgaria,Armenia,2004,September,8,9/1/04
Bulgaria,Armenia,2004,October,8,10/1/04
Bulgaria,Armenia,2004,November,3,11/1/04
Bulgaria,Armenia,2005,January,2,1/1/05
Bulgaria,Armenia,2005,March,8,3/1/05
Bulgaria,Armenia,2005,April,1,4/1/05
Bulgaria,Armenia,2005,May,10,5/1/05
Bulgaria,Armenia,2005,June,4,6/1/05
Bulgaria,Armenia,2005,July,5,7/1/05
Bulgaria,Armenia,2005,August,8,8/1/05
Bulgaria,Armenia,2005,September,3,9/1/05
Bulgaria,Armenia,2005,October,8,10/1/05
Bulgaria,Armenia,2005,December,11,12/1/05
Bulgaria,Armenia,2006,January,4,1/1/06
Bulgaria,Armenia,2006,February,8,2/1/06
Bulgaria,Armenia,2006,March,4,3/1/06
Bulgaria,Armenia,2006,April,7,4/1/06
Bulgaria,Armenia,2006,May,14,5/1/06
Bulgaria,Armenia,2006,June,4,6/1/06
Bulgaria,Armenia,2006,July,5,7/1/06
Bulgaria,Armenia,2006,August,5,8/1/06
Bulgaria,Armenia,2006,October,5,10/1/06
Bulgaria,Armenia,2006,December,2,12/1/06
Bulgaria,Armenia,2007,January,9,1/1/07
Bulgaria,Armenia,2007,February,4,2/1/07
Bulgaria,Armenia,2007,March,3,3/1/07
Bulgaria,Armenia,2007,April,8,4/1/07
Bulgaria,Armenia,2007,May,4,5/1/07
Bulgaria,Armenia,2007,June,4,6/1/07
Bulgaria,Armenia,2007,July,2,7/1/07
Bulgaria,Armenia,2007,August,9,8/1/07
Bulgaria,Armenia,2007,September,6,9/1/07
Bulgaria,Armenia,2007,October,1,10/1/07
Bulgaria,Armenia,2007,November,11,11/1/07
Bulgaria,Armenia,2007,December,3,12/1/07
Bulgaria,Armenia,2008,January,1,1/1/08
Bulgaria,Armenia,2008,February,7,2/1/08
Bulgaria,Armenia,2008,March,8,3/1/08
Bulgaria,Armenia,2008,April,10,4/1/08
Bulgaria,Armenia,2008,May,7,5/1/08
Bulgaria,Armenia,2008,June,1,6/1/08
Bulgaria,Armenia,2008,July,11,7/1/08
Bulgaria,Armenia,2008,August,5,8/1/08
Bulgaria,Armenia,2008,September,10,9/1/08
Bulgaria,Armenia,2008,October,2,10/1/08
Bulgaria,Armenia,2008,November,8,11/1/08
Bulgaria,Armenia,2009,January,2,1/1/09
Bulgaria,Armenia,2009,February,1,2/1/09
Bulgaria,Armenia,2009,March,3,3/1/09
Bulgaria,Armenia,2009,April,6,4/1/09
Bulgaria,Armenia,2009,May,4,5/1/09
Bulgaria,Armenia,2009,June,3,6/1/09
Bulgaria,Armenia,2009,July,2,7/1/09
Bulgaria,Armenia,2009,August,1,8/1/09
Bulgaria,Armenia,2009,September,1,9/1/09
Bulgaria,Armenia,2009,October,4,10/1/09
Bulgaria,Armenia,2009,November,6,11/1/09
Bulgaria,Armenia,2009,December,6,12/1/09
Bulgaria,Armenia,2010,January,4,1/1/10
Bulgaria,Armenia,2010,February,6,2/1/10
Belgium,Sao Tome and Principe,2014,April,0,4/1/14
Bulgaria,Morocco,2005,November,1,11/1/05
Belgium,The former Yugoslav Rep. of Macedonia,2016,February,15,2/1/16
Bosnia and Herzegovina,Morocco,2011,July,1,7/1/11
Bosnia and Herzegovina,Morocco,2012,November,2,11/1/12
Bosnia and Herzegovina,Morocco,2014,May,0,5/1/14
Bosnia and Herzegovina,Morocco,2014,September,0,9/1/14
Bosnia and Herzegovina,Myanmar,2012,November,1,11/1/12
Bosnia and Herzegovina,Nigeria,2009,July,1,7/1/09
Bosnia and Herzegovina,Nigeria,2011,March,1,3/1/11
Bosnia and Herzegovina,Nigeria,2013,April,1,4/1/13
Bosnia and Herzegovina,Pakistan,2007,November,2,11/1/07
Bosnia and Herzegovina,Pakistan,2008,May,1,5/1/08
Bosnia and Herzegovina,Pakistan,2010,July,1,7/1/10
Bosnia and Herzegovina,Pakistan,2011,August,4,8/1/11
Bosnia and Herzegovina,Pakistan,2013,December,2,12/1/13
Bosnia and Herzegovina,Pakistan,2016,February,1,2/1/16
Bosnia and Herzegovina,Pakistan,2016,April,4,4/1/16
Bosnia and Herzegovina,Pakistan,2016,May,3,5/1/16
Bosnia and Herzegovina,Pakistan,2016,June,1,6/1/16
Bosnia and Herzegovina,Pakistan,2016,August,1,8/1/16
Bosnia and Herzegovina,Philippines,2016,August,1,8/1/16
Bosnia and Herzegovina,Poland,2006,March,2,3/1/06
Bosnia and Herzegovina,Poland,2008,October,1,10/1/08
Bosnia and Herzegovina,Romania,2006,January,1,1/1/06
Bosnia and Herzegovina,Romania,2006,April,1,4/1/06
Bosnia and Herzegovina,Romania,2010,May,1,5/1/10
Bosnia and Herzegovina,Russian Federation,2009,January,1,1/1/09
Bosnia and Herzegovina,Sierra Leone,2015,September,5,9/1/15
Bosnia and Herzegovina,Somalia,2011,December,1,12/1/11
Bosnia and Herzegovina,Somalia,2013,September,1,9/1/13
Bosnia and Herzegovina,Somalia,2014,May,0,5/1/14
Bosnia and Herzegovina,Somalia,2014,July,0,7/1/14
Bosnia and Herzegovina,Sudan,2014,June,0,6/1/14
Bosnia and Herzegovina,Slovenia,2006,April,1,4/1/06
Bosnia and Herzegovina,Slovenia,2006,May,1,5/1/06
Bosnia and Herzegovina,Syrian Arab Rep.,2007,June,1,6/1/07
Bosnia and Herzegovina,Syrian Arab Rep.,2009,October,1,10/1/09
Bosnia and Herzegovina,Syrian Arab Rep.,2010,April,1,4/1/10
Bosnia and Herzegovina,Syrian Arab Rep.,2012,January,1,1/1/12
Bosnia and Herzegovina,Syrian Arab Rep.,2012,July,2,7/1/12
Bosnia and Herzegovina,Syrian Arab Rep.,2012,August,8,8/1/12
Bosnia and Herzegovina,Syrian Arab Rep.,2012,September,1,9/1/12
Bosnia and Herzegovina,Syrian Arab Rep.,2012,October,12,10/1/12
Bosnia and Herzegovina,Syrian Arab Rep.,2012,November,4,11/1/12
Bosnia and Herzegovina,Syrian Arab Rep.,2012,December,7,12/1/12
Bosnia and Herzegovina,Syrian Arab Rep.,2013,January,7,1/1/13
Bosnia and Herzegovina,Syrian Arab Rep.,2013,February,1,2/1/13
Bosnia and Herzegovina,Syrian Arab Rep.,2013,March,1,3/1/13
Bosnia and Herzegovina,Syrian Arab Rep.,2013,April,3,4/1/13
Bosnia and Herzegovina,Syrian Arab Rep.,2013,May,20,5/1/13
Bosnia and Herzegovina,Syrian Arab Rep.,2013,June,10,6/1/13
Bosnia and Herzegovina,Syrian Arab Rep.,2013,July,4,7/1/13
Bosnia and Herzegovina,Syrian Arab Rep.,2013,August,1,8/1/13
Bosnia and Herzegovina,Syrian Arab Rep.,2013,October,2,10/1/13
Bosnia and Herzegovina,Syrian Arab Rep.,2013,November,5,11/1/13
Bosnia and Herzegovina,Syrian Arab Rep.,2013,December,5,12/1/13
Bosnia and Herzegovina,Syrian Arab Rep.,2014,March,0,3/1/14
Bosnia and Herzegovina,Syrian Arab Rep.,2014,August,0,8/1/14
Bosnia and Herzegovina,Syrian Arab Rep.,2014,October,0,10/1/14
Bosnia and Herzegovina,Syrian Arab Rep.,2014,November,0,11/1/14
Bosnia and Herzegovina,Syrian Arab Rep.,2015,February,0,2/1/15
Bosnia and Herzegovina,Syrian Arab Rep.,2015,July,0,7/1/15
Bosnia and Herzegovina,Syrian Arab Rep.,2015,August,0,8/1/15
Bosnia and Herzegovina,Syrian Arab Rep.,2015,October,0,10/1/15
Bosnia and Herzegovina,Syrian Arab Rep.,2015,November,0,11/1/15
Bosnia and Herzegovina,Syrian Arab Rep.,2016,February,1,2/1/16
Bosnia and Herzegovina,Syrian Arab Rep.,2016,April,2,4/1/16
Bosnia and Herzegovina,Syrian Arab Rep.,2016,August,3,8/1/16
Bosnia and Herzegovina,Syrian Arab Rep.,2016,September,1,9/1/16
Bosnia and Herzegovina,Tunisia,2009,July,1,7/1/09
Bosnia and Herzegovina,Tunisia,2011,January,1,1/1/11
Bosnia and Herzegovina,Tunisia,2011,August,1,8/1/11
Bosnia and Herzegovina,Tunisia,2012,November,1,11/1/12
Bosnia and Herzegovina,Turkey,2008,July,1,7/1/08
Bosnia and Herzegovina,Turkey,2009,December,1,12/1/09
Bosnia and Herzegovina,Turkey,2013,June,1,6/1/13
Bosnia and Herzegovina,Turkey,2015,March,0,3/1/15
Bosnia and Herzegovina,Turkey,2016,June,1,6/1/16
Bosnia and Herzegovina,Turkey,2016,August,3,8/1/16
Bosnia and Herzegovina,Turkey,2016,September,2,9/1/16
Bosnia and Herzegovina,Ukraine,2014,July,0,7/1/14
Bosnia and Herzegovina,Ukraine,2015,March,0,3/1/15
Bosnia and Herzegovina,United States of America,2014,October,0,10/1/14
Bulgaria,Afghanistan,1999,January,35,1/1/99
Bulgaria,Afghanistan,1999,February,15,2/1/99
Bulgaria,Afghanistan,1999,March,8,3/1/99
Bulgaria,Afghanistan,1999,April,4,4/1/99
Bulgaria,Afghanistan,1999,May,22,5/1/99
Bulgaria,Afghanistan,1999,June,22,6/1/99
Bulgaria,Afghanistan,1999,July,6,7/1/99
Bulgaria,Afghanistan,1999,August,23,8/1/99
Bulgaria,Afghanistan,1999,September,12,9/1/99
Bulgaria,Afghanistan,1999,October,21,10/1/99
Bulgaria,Afghanistan,1999,November,58,11/1/99
Bulgaria,Afghanistan,1999,December,51,12/1/99
Bulgaria,Afghanistan,2000,January,54,1/1/00
Bulgaria,Afghanistan,2000,February,50,2/1/00
Bulgaria,Afghanistan,2000,March,37,3/1/00
Bulgaria,Afghanistan,2000,April,5,4/1/00
Bulgaria,Afghanistan,2000,May,18,5/1/00
Bulgaria,Afghanistan,2000,June,14,6/1/00
Bulgaria,Afghanistan,2000,July,27,7/1/00
Bulgaria,Afghanistan,2000,August,34,8/1/00
Bulgaria,Afghanistan,2000,September,95,9/1/00
Bulgaria,Afghanistan,2000,October,138,10/1/00
Bulgaria,Afghanistan,2000,November,137,11/1/00
Bulgaria,Afghanistan,2000,December,66,12/1/00
Bulgaria,Afghanistan,2001,January,61,1/1/01
Bulgaria,Afghanistan,2001,February,36,2/1/01
Bulgaria,Afghanistan,2001,March,65,3/1/01
Bulgaria,Afghanistan,2001,April,53,4/1/01
Bulgaria,Afghanistan,2001,May,111,5/1/01
Bulgaria,Afghanistan,2001,June,86,6/1/01
Bulgaria,Afghanistan,2001,July,90,7/1/01
Bulgaria,Afghanistan,2001,August,146,8/1/01
Bulgaria,Afghanistan,2001,September,98,9/1/01
Bulgaria,Afghanistan,2001,October,142,10/1/01
Bulgaria,Afghanistan,2001,November,132,11/1/01
Bulgaria,Afghanistan,2001,December,61,12/1/01
Bulgaria,Afghanistan,2002,January,113,1/1/02
Bulgaria,Afghanistan,2002,February,146,2/1/02
Bulgaria,Afghanistan,2002,March,184,3/1/02
Bulgaria,Afghanistan,2002,April,108,4/1/02
Bulgaria,Afghanistan,2002,May,77,5/1/02
Bulgaria,Afghanistan,2002,June,16,6/1/02
Bulgaria,Afghanistan,2002,July,4,7/1/02
Bulgaria,Afghanistan,2002,August,23,8/1/02
Bulgaria,Afghanistan,2002,September,55,9/1/02
Bulgaria,Afghanistan,2002,October,76,10/1/02
Bulgaria,Afghanistan,2002,November,49,11/1/02
Bulgaria,Afghanistan,2002,December,13,12/1/02
Bulgaria,Afghanistan,2003,January,58,1/1/03
Bulgaria,Afghanistan,2003,February,37,2/1/03
Bulgaria,Afghanistan,2003,March,33,3/1/03
Bulgaria,Afghanistan,2003,April,11,4/1/03
Bulgaria,Afghanistan,2003,May,29,5/1/03
Bulgaria,Afghanistan,2003,June,67,6/1/03
Bulgaria,Afghanistan,2003,July,70,7/1/03
Bulgaria,Afghanistan,2003,August,7,8/1/03
Bulgaria,Afghanistan,2003,September,10,9/1/03
Bulgaria,Afghanistan,2003,October,68,10/1/03
Bulgaria,Afghanistan,2003,November,40,11/1/03
Bulgaria,Afghanistan,2003,December,95,12/1/03
Bulgaria,Afghanistan,2004,January,17,1/1/04
Bulgaria,Afghanistan,2004,February,12,2/1/04
Bulgaria,Afghanistan,2004,March,23,3/1/04
Bulgaria,Afghanistan,2004,April,8,4/1/04
Bulgaria,Afghanistan,2004,May,39,5/1/04
Bulgaria,Afghanistan,2004,June,17,6/1/04
Bulgaria,Afghanistan,2004,July,14,7/1/04
Bulgaria,Afghanistan,2004,August,44,8/1/04
Bulgaria,Afghanistan,2004,September,56,9/1/04
Bulgaria,Afghanistan,2004,October,34,10/1/04
Bulgaria,Afghanistan,2004,November,99,11/1/04
Bulgaria,Afghanistan,2004,December,63,12/1/04
Bulgaria,Afghanistan,2005,January,28,1/1/05
Bulgaria,Afghanistan,2005,February,22,2/1/05
Bulgaria,Afghanistan,2005,March,34,3/1/05
Bulgaria,Afghanistan,2005,April,29,4/1/05
Bulgaria,Afghanistan,2005,May,35,5/1/05
Bulgaria,Afghanistan,2005,June,32,6/1/05
Bulgaria,Afghanistan,2005,July,58,7/1/05
Bulgaria,Afghanistan,2005,August,23,8/1/05
Bulgaria,Afghanistan,2005,September,44,9/1/05
Bulgaria,Afghanistan,2005,October,13,10/1/05
Bulgaria,Afghanistan,2005,November,20,11/1/05
Bulgaria,Afghanistan,2005,December,47,12/1/05
Bulgaria,Afghanistan,2006,January,20,1/1/06
Bulgaria,Afghanistan,2006,February,10,2/1/06
Bulgaria,Afghanistan,2006,March,59,3/1/06
Bulgaria,Afghanistan,2006,April,59,4/1/06
Bulgaria,Afghanistan,2006,May,31,5/1/06
Bulgaria,Afghanistan,2006,June,1,6/1/06
Bulgaria,Afghanistan,2006,July,1,7/1/06
Bulgaria,Afghanistan,2006,August,5,8/1/06
Bulgaria,Afghanistan,2006,September,22,9/1/06
Bulgaria,Afghanistan,2006,October,23,10/1/06
Bulgaria,Afghanistan,2006,November,20,11/1/06
Bulgaria,Afghanistan,2006,December,26,12/1/06
Bulgaria,Afghanistan,2007,January,16,1/1/07
Bulgaria,Afghanistan,2007,February,3,2/1/07
Bulgaria,Afghanistan,2007,March,6,3/1/07
Bulgaria,Afghanistan,2007,April,3,4/1/07
Bulgaria,Afghanistan,2007,May,6,5/1/07
Bulgaria,Afghanistan,2007,June,9,6/1/07
Bulgaria,Afghanistan,2007,July,5,7/1/07
Bulgaria,Afghanistan,2007,August,13,8/1/07
